champion,bucket,picks,win_rate,ban_rate,ban_win_salience_residual
Tryndamere,high,1943,0.5198147195059187,0.13870952197378567,-0.17504042573679113
Twisted Fate,high,6758,0.534181710565256,0.04392347725520432,-1.4631366322298467
Twitch,high,1970,0.5121827411167512,0.0010842328450269853,-0.9619325110359898
Udyr,high,1563,0.5201535508637236,0.0025057825751734772,-1.2538835829776969
Varus,high,959,0.5224191866527633,0.00033731688511950655,-1.357001391244426
Vayne,high,11856,0.5036268556005398,0.04741711642251349,-0.2739984963067866
Veigar,high,697,0.4519368723098996,0.014384155744024673,1.432901787845204
Vel'Koz,high,1928,0.5280082987551867,0.0007469159599074788,-1.566312221483869
Vi,high,2286,0.48031496062992124,0.002578064764841943,0.2614764547604126
Viktor,high,2866,0.47801814375436147,0.0013492675404780262,0.3391921624620736
Vladimir,high,2680,0.4623134328358209,0.0020720894371626833,0.9419939277076079
Volibear,high,1258,0.5302066772655007,0.00139745566692367,-1.6448105458373716
Warwick,high,651,0.445468509984639,0.0005782575173477255,1.5708022958620145
Wukong,high,3140,0.5210191082802548,0.00648130300693909,-1.255681649750259
Xerath,high,1211,0.48637489677952106,0.0005782575173477255,0.015406813803978958
Xin Zhao,high,2083,0.5103216514642342,0.01676946800308404,-0.7684117420195923
Yasuo,high,4791,0.45689835107493215,0.22087027756360833,2.8602547035921018
Yorick,high,208,0.5240384615384616,0.0009878565921356977,-1.413480289490036
Zac,high,2725,0.49137614678899083,0.009613531225905936,-0.10404518505622082
Zed,high,6059,0.508334708697805,0.023804934464148032,-0.6378005681072233
Ziggs,high,674,0.4495548961424332,0.0005059753276792598,1.4148587466121372
Zilean,high,2265,0.5183222958057395,0.005951233616037008,-1.1572883987981784
Zyra,high,1218,0.4720853858784893,0.0009637625289128759,0.5617581015309578
