champion,bucket,picks,win_rate,ban_rate,perceived_minus_actual
Tryndamere,high,2059,0.5245264691597863,0.1381188577786019,-0.3574381243009326
Twisted Fate,high,6979,0.5324545063762717,0.042995549786760616,-1.4069755532286221
Twitch,high,2045,0.5149144254278729,0.0010661969219358427,-1.060792746196571
Udyr,high,1652,0.5169491525423728,0.002503244947153718,-1.1277801111650685
Varus,high,985,0.5228426395939086,0.00032449471537177824,-1.3714484254527404
Vayne,high,12305,0.5020723283218204,0.048141108844798816,-0.1984621245008357
Veigar,high,729,0.4499314128943759,0.014810865937326164,1.5454833091176408
Vel'Koz,high,2007,0.5281514698555058,0.0007185240126089376,-1.5724943952752406
Vi,high,2392,0.48035117056856186,0.002735026886704988,0.2812695765869249
Viktor,high,2974,0.47948890383322124,0.001344335249397367,0.30353738320398976
Vladimir,high,2800,0.4639285714285714,0.0023409975894678288,0.9096529331041956
Volibear,high,1326,0.5339366515837104,0.001367513443352494,-1.789860619795311
Warwick,high,686,0.4518950437317784,0.0005794548488781754,1.3585654692152438
Wukong,high,3272,0.5201711491442543,0.006327646949749676,-1.2217294128887026
Xerath,high,1264,0.49050632911392406,0.0006026330428333024,-0.12590206950789665
Xin Zhao,high,2163,0.5099398982894129,0.016873725199332466,-0.7457634254894764
Yasuo,high,4986,0.45788206979542717,0.22146764324123863,2.8576323567075823
Yorick,high,214,0.514018691588785,0.0009503059521602077,-1.0272580141340881
Zac,high,2835,0.491005291005291,0.009526237715557204,-0.07522720300227256
Zed,high,6344,0.5093001261034048,0.024267569071017986,-0.6632789959295766
Ziggs,high,707,0.45403111739745405,0.00048674207305766736,1.2757051195627886
Zilean,high,2354,0.5174171622769753,0.005840904876692008,-1.1196459776230838
Zyra,high,1284,0.4735202492211838,0.0009503059521602077,0.5299543695268354
